Churn,Contract,PaymentMethod,PaperlessBilling,Charges.Monthly,Charges.Total,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies
0,month-to-month,electronic check,no,47.95,47.95,dsl,yes,no,no,no
0,month-to-month,mailed check,yes,50.1,50.1,dsl,no,no,no,no
1,month-to-month,electronic check,yes,93.2,2931.0,fiber optic,no,no,yes,yes
0,one year,bank transfer (automatic),no,41.15,1700.9,dsl,yes,yes,no,no
0,two year,bank transfer (automatic),yes,24.65,1138.8,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,credit card (automatic),yes,55.0,1046.5,dsl,no,yes,no,no
0,one year,bank transfer (automatic),yes,94.4,2638.1,fiber optic,no,yes,yes,yes
0,month-to-month,mailed check,yes,19.4,168.65,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,yes,76.45,4519.5,dsl,yes,yes,yes,no
0,month-to-month,mailed check,yes,70.6,70.6,fiber optic,no,no,no,no
0,two year,bank transfer (automatic),yes,110.45,7982.5,fiber optic,no,yes,yes,yes
0,two year,electronic check,yes,75.5,5229.45,dsl,yes,no,yes,yes
0,two year,electronic check,no,73.6,3522.65,dsl,no,no,yes,yes
0,month-to-month,electronic check,yes,61.3,249.4,dsl,no,yes,yes,no
0,month-to-month,electronic check,yes,104.15,2494.65,fiber optic,no,no,yes,yes
0,one year,mailed check,no,50.8,463.6,dsl,yes,yes,no,yes
0,two year,mailed check,no,19.85,144.15,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),no,59.95,3921.1,dsl,yes,yes,yes,yes
0,month-to-month,electronic check,yes,20.05,299.3,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),no,53.15,1930.9,dsl,yes,no,yes,yes
0,one year,bank transfer (automatic),yes,39.95,1023.75,dsl,no,no,yes,no
0,month-to-month,electronic check,yes,75.15,525.0,fiber optic,no,no,no,no
1,one year,electronic check,yes,107.55,4533.9,fiber optic,no,yes,yes,yes
0,one year,credit card (automatic),no,20.15,785.75,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),no,40.65,947.4,dsl,yes,yes,no,no
0,month-to-month,bank transfer (automatic),yes,69.75,3557.7,fiber optic,no,no,no,no
0,one year,bank transfer (automatic),yes,104.65,2964.0,fiber optic,no,yes,yes,yes
0,one year,credit card (automatic),yes,71.1,4299.2,dsl,yes,yes,no,no
0,one year,mailed check,no,26.4,314.95,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),no,78.45,5682.25,dsl,yes,yes,no,yes
1,month-to-month,electronic check,yes,86.3,1180.95,fiber optic,no,no,no,yes
1,month-to-month,electronic check,yes,89.8,914.3,fiber optic,no,no,no,yes
0,two year,credit card (automatic),yes,66.5,4811.6,dsl,yes,yes,no,no
0,month-to-month,electronic check,yes,50.1,484.05,dsl,no,no,no,no
0,two year,bank transfer (automatic),no,81.65,3618.7,dsl,yes,yes,yes,yes
0,two year,credit card (automatic),no,19.45,1225.65,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,49.25,90.35,dsl,no,no,yes,yes
0,one year,credit card (automatic),no,80.3,5017.7,fiber optic,yes,no,no,no
0,month-to-month,bank transfer (automatic),no,41.1,1597.05,dsl,no,yes,no,no
0,one year,electronic check,yes,100.0,4211.55,fiber optic,no,yes,yes,yes
0,month-to-month,electronic check,yes,45.0,45.0,dsl,no,no,no,no
1,month-to-month,electronic check,yes,95.35,660.9,fiber optic,no,no,yes,yes
0,two year,credit card (automatic),no,24.35,1423.85,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,mailed check,yes,74.4,306.6,fiber optic,no,no,no,no
1,month-to-month,mailed check,yes,50.65,151.3,dsl,no,no,no,no
0,two year,credit card (automatic),no,86.05,6309.65,dsl,yes,yes,yes,yes
1,month-to-month,electronic check,yes,101.0,4388.4,fiber optic,no,no,yes,yes
0,one year,electronic check,yes,100.3,6754.35,fiber optic,no,yes,yes,yes
0,month-to-month,credit card (automatic),yes,101.15,3956.7,fiber optic,no,no,yes,yes
0,two year,mailed check,no,20.3,1079.05,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,71.65,71.65,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,84.9,764.95,fiber optic,no,no,no,yes
0,one year,electronic check,no,59.4,1952.8,dsl,yes,yes,no,no
0,month-to-month,electronic check,yes,100.6,5611.7,fiber optic,no,no,yes,yes
0,one year,credit card (automatic),yes,105.2,6225.4,fiber optic,no,no,yes,yes
1,month-to-month,credit card (automatic),yes,77.95,3384.0,fiber optic,no,no,yes,no
0,month-to-month,mailed check,no,20.05,284.3,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,no,20.25,174.65,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,no,56.75,245.15,dsl,yes,no,no,no
0,two year,bank transfer (automatic),no,84.5,5193.2,dsl,no,yes,yes,yes
1,month-to-month,electronic check,yes,95.9,2448.75,fiber optic,no,no,yes,yes
0,month-to-month,mailed check,no,19.45,19.45,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),no,19.5,1193.55,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,100.05,3480.0,fiber optic,no,no,yes,yes
0,two year,bank transfer (automatic),yes,84.7,6185.15,fiber optic,yes,yes,no,no
1,month-to-month,bank transfer (automatic),yes,60.05,1236.15,dsl,no,no,yes,no
0,month-to-month,electronic check,no,55.7,3131.8,dsl,yes,no,no,no
0,month-to-month,bank transfer (automatic),yes,69.4,3058.3,dsl,yes,no,yes,no
0,one year,credit card (automatic),yes,100.9,6733.15,fiber optic,yes,no,yes,yes
0,two year,mailed check,no,20.65,835.15,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,credit card (automatic),yes,86.65,2208.75,fiber optic,yes,no,no,no
0,month-to-month,electronic check,no,65.6,250.1,dsl,no,no,yes,no
0,two year,bank transfer (automatic),yes,62.5,4136.4,dsl,yes,yes,yes,yes
0,month-to-month,electronic check,yes,25.25,394.85,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),yes,90.05,5817.0,fiber optic,no,yes,yes,no
0,one year,credit card (automatic),yes,82.95,4903.15,fiber optic,yes,no,no,no
0,one year,electronic check,no,54.2,1423.15,dsl,no,yes,yes,yes
0,month-to-month,mailed check,no,19.4,93.4,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,no,95.65,167.3,fiber optic,no,no,yes,yes
0,two year,mailed check,no,90.65,6322.1,dsl,yes,yes,yes,yes
1,month-to-month,electronic check,yes,91.4,449.75,fiber optic,no,no,yes,yes
0,two year,credit card (automatic),yes,79.5,5196.1,dsl,no,yes,yes,yes
1,month-to-month,credit card (automatic),yes,83.55,477.55,fiber optic,no,no,no,yes
0,one year,bank transfer (automatic),no,92.2,2568.15,fiber optic,no,no,yes,yes
0,month-to-month,credit card (automatic),yes,95.3,5567.45,fiber optic,no,yes,yes,no
1,month-to-month,bank transfer (automatic),yes,101.35,2317.1,fiber optic,yes,no,yes,yes
0,one year,credit card (automatic),no,20.7,1032.05,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),yes,103.9,6767.1,fiber optic,no,yes,yes,yes
1,month-to-month,electronic check,yes,75.7,189.2,fiber optic,yes,no,no,no
0,two year,credit card (automatic),yes,78.45,3373.4,dsl,no,yes,yes,yes
0,two year,credit card (automatic),no,20.55,1305.95,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,83.75,2070.6,fiber optic,no,no,yes,no
0,month-to-month,credit card (automatic),yes,20.0,198.6,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,25.6,1790.35,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,99.85,990.9,fiber optic,no,yes,yes,yes
1,month-to-month,electronic check,yes,76.05,318.9,fiber optic,no,no,no,no
1,month-to-month,credit card (automatic),yes,80.45,5224.35,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,50.05,50.05,dsl,no,no,no,no
1,month-to-month,mailed check,no,56.7,113.55,dsl,yes,no,no,no
0,two year,bank transfer (automatic),yes,24.1,861.85,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,39.85,1434.6,dsl,no,no,yes,no
0,two year,credit card (automatic),no,115.05,8405.0,fiber optic,yes,yes,yes,yes
0,month-to-month,mailed check,no,44.45,369.3,dsl,no,no,no,no
0,month-to-month,bank transfer (automatic),yes,78.7,1495.1,fiber optic,no,no,yes,no
0,month-to-month,credit card (automatic),yes,19.6,356.15,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,yes,24.25,914.4,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),no,18.8,1094.35,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,94.9,3616.25,fiber optic,no,yes,yes,no
0,two year,bank transfer (automatic),no,104.6,6885.75,fiber optic,yes,yes,yes,yes
0,month-to-month,mailed check,no,55.1,1253.15,dsl,yes,yes,no,no
0,month-to-month,electronic check,yes,99.65,5497.05,fiber optic,yes,no,yes,yes
0,two year,electronic check,yes,74.35,5237.4,dsl,yes,yes,no,yes
0,one year,bank transfer (automatic),no,79.4,5528.9,dsl,yes,yes,yes,no
1,month-to-month,electronic check,yes,73.65,73.65,fiber optic,no,no,no,no
0,month-to-month,bank transfer (automatic),no,67.8,842.25,dsl,yes,yes,no,yes
0,two year,bank transfer (automatic),no,115.55,7159.05,fiber optic,yes,yes,yes,yes
1,month-to-month,electronic check,yes,89.35,461.7,fiber optic,no,yes,no,yes
1,month-to-month,mailed check,yes,69.05,318.5,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,76.05,2227.8,fiber optic,no,no,no,no
0,month-to-month,credit card (automatic),yes,80.55,1411.65,fiber optic,no,no,no,no
0,month-to-month,bank transfer (automatic),yes,108.95,7111.3,fiber optic,yes,yes,yes,yes
0,month-to-month,electronic check,no,55.65,2421.75,dsl,no,no,no,no
0,one year,bank transfer (automatic),no,90.4,2820.65,fiber optic,yes,no,no,no
1,month-to-month,credit card (automatic),yes,73.85,1424.5,fiber optic,no,no,no,no
0,month-to-month,mailed check,yes,55.15,3673.15,dsl,yes,no,no,no
0,one year,mailed check,no,20.1,401.85,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,100.8,1308.1,fiber optic,yes,no,yes,yes
0,one year,mailed check,yes,19.75,806.95,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,59.8,3246.45,dsl,no,no,no,no
0,one year,credit card (automatic),no,20.35,707.5,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),no,115.8,8332.15,fiber optic,yes,yes,yes,yes
0,two year,mailed check,no,19.5,1147.85,no,no internet service,no internet service,no internet service,no internet service
1,two year,credit card (automatic),no,24.75,692.1,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,bank transfer (automatic),yes,85.6,1345.55,fiber optic,no,no,no,yes
1,month-to-month,electronic check,no,75.35,1025.95,fiber optic,no,no,no,no
0,two year,bank transfer (automatic),no,25.25,1728.2,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,no,25.75,1345.85,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,106.45,6300.15,fiber optic,yes,no,yes,yes
0,two year,credit card (automatic),no,20.05,1102.4,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,73.5,632.2,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,77.4,206.15,dsl,yes,no,yes,yes
0,month-to-month,credit card (automatic),yes,80.05,1112.3,fiber optic,no,yes,no,no
0,two year,mailed check,yes,20.8,1521.2,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,yes,96.75,3403.4,fiber optic,yes,yes,no,no
0,month-to-month,electronic check,no,63.85,4264.6,dsl,no,yes,no,yes
0,one year,credit card (automatic),yes,70.55,3420.5,dsl,no,no,no,yes
0,month-to-month,electronic check,yes,104.5,5068.05,fiber optic,yes,yes,yes,yes
1,one year,mailed check,no,77.5,1625.0,dsl,yes,yes,yes,no
0,two year,mailed check,no,20.45,20.45,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),yes,112.35,7388.45,fiber optic,no,yes,yes,yes
0,month-to-month,credit card (automatic),no,19.8,19.8,no,no internet service,no internet service,no internet service,no internet service
1,one year,electronic check,yes,49.75,331.3,dsl,yes,no,no,no
0,month-to-month,credit card (automatic),yes,90.95,1612.2,fiber optic,no,no,no,yes
0,one year,bank transfer (automatic),yes,106.0,4178.65,fiber optic,no,no,yes,yes
1,month-to-month,mailed check,yes,89.85,2165.05,fiber optic,no,no,yes,no
0,one year,credit card (automatic),yes,107.2,7317.1,fiber optic,yes,yes,no,yes
0,two year,credit card (automatic),yes,84.8,6141.65,fiber optic,yes,yes,no,no
0,one year,mailed check,no,54.45,1893.5,dsl,yes,no,no,no
0,two year,credit card (automatic),yes,60.0,2768.65,dsl,yes,no,yes,yes
0,month-to-month,credit card (automatic),no,19.75,294.9,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),yes,19.65,351.55,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,yes,20.2,746.05,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,79.1,79.1,fiber optic,no,no,yes,no
1,two year,credit card (automatic),no,92.45,6440.25,dsl,yes,yes,yes,yes
0,month-to-month,mailed check,yes,35.0,1782.4,dsl,yes,no,no,no
0,month-to-month,electronic check,no,75.6,535.55,fiber optic,no,no,no,no
0,two year,bank transfer (automatic),no,50.55,3260.1,dsl,no,yes,no,no
0,one year,mailed check,no,20.3,749.35,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),no,64.95,4523.25,dsl,yes,yes,no,no
0,month-to-month,bank transfer (automatic),yes,74.65,3090.65,dsl,yes,yes,no,yes
0,two year,mailed check,yes,111.1,6555.2,fiber optic,yes,yes,yes,yes
0,one year,mailed check,no,24.7,1642.75,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,85.3,264.8,fiber optic,no,no,no,yes
0,one year,bank transfer (automatic),no,25.6,548.8,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),no,64.95,4551.5,dsl,yes,yes,no,no
0,one year,mailed check,no,94.35,3921.3,fiber optic,no,no,yes,yes
1,month-to-month,mailed check,yes,50.6,249.95,dsl,no,no,no,no
1,month-to-month,electronic check,yes,86.6,86.6,fiber optic,no,no,no,yes
0,two year,credit card (automatic),yes,115.75,8399.15,fiber optic,yes,yes,yes,yes
0,two year,credit card (automatic),no,25.3,454.65,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,no,74.05,2802.3,dsl,yes,yes,yes,no
1,month-to-month,electronic check,yes,95.6,4783.5,fiber optic,no,no,yes,yes
0,one year,mailed check,no,20.3,31.9,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,25.4,313.0,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,49.1,679.55,dsl,no,no,no,no
0,month-to-month,credit card (automatic),yes,73.6,232.5,fiber optic,no,no,no,no
